;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;T2078;Staleks pinceta Classic  12/3;Totul pentru sprancene;95;Pensetă pentru sprâncene Staleks este un instrument profesional de precizie, conceput pentru îndepărtarea firelor de păr fine și modelarea sprâncenelor cu acuratețe. Fabricată din oțel inoxidabil de înaltă calitate, oferă o prindere fermă și control excelent pentru rezultate curate și precise.;Staleks
;3114;Staleks pinceta Classic  13/3;Totul pentru sprancene;95;Pensetă pentru sprâncene Staleks este un instrument profesional de precizie, conceput pentru îndepărtarea firelor de păr fine și modelarea sprâncenelor cu acuratețe. Fabricată din oțel inoxidabil de înaltă calitate, oferă o prindere fermă și control excelent pentru rezultate curate și precise.;Staleks
;T2079;Staleks pinceta Classic  15/3;Totul pentru sprancene;95;Pensetă pentru sprâncene Staleks este un instrument profesional de precizie, conceput pentru îndepărtarea firelor de păr fine și modelarea sprâncenelor cu acuratețe. Fabricată din oțel inoxidabil de înaltă calitate, oferă o prindere fermă și control excelent pentru rezultate curate și precise.;Staleks
;T0979;Topitor de ceara de ceara ProWax 100;EPILARE;260;Topitor de ceară – dispozitiv pentru încălzirea uniformă a cerii, asigurând o aplicare sigură și eficientă, ideal pentru epilare profesională sau acasă.; 
;T1791;ProSteril pungi sterilizare 100x200 alb;Materiale de unica folosinta;145;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1792;ProSteril pungi sterilizare 100x200 eco;Materiale de unica folosinta;145;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1793;ProSteril pungi sterilizare 100x200 transparent;Materiale de unica folosinta;155;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1794;ProSteril pungi sterilizare 50x200 alb;Materiale de unica folosinta;135;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1795;ProSteril pungi sterilizare 50x200 eco;Materiale de unica folosinta;120;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1796;ProSteril pungi sterilizare 50x200 transparent;Materiale de unica folosinta;140;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1797;ProSteril pungi sterilizare 60x100  transparent;Materiale de unica folosinta;140;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1798;ProSteril pungi sterilizare 60x100 alb;Materiale de unica folosinta;135;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1799;ProSteril pungi sterilizare 60x100 eco;Materiale de unica folosinta;120;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;2927;ProSteril pungi sterilizare 75X150 alb;Materiale de unica folosinta;110;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;2958;ProSteril pungi sterilizare 75x150 eco;Materiale de unica folosinta;105;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T1800;ProSteril pungi sterilizare 75x150 transparent;Materiale de unica folosinta;120;Pungi profesionale rezistente la temperaturi ridicate, concepute pentru sterilizarea instrumentelor în autoclav sau pupinel. Asigură menținerea sterilității instrumentelor până la deschidere.;ProSteril
;T2255;Pupinel KH-360B;TEHNICA;1350;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;T2256;Pupinel KH-360T;TEHNICA;950;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;2964;Pupinel SM-360A;TEHNICA;1250;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;T2257;Pupinel SM-360B;TEHNICA;1500;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;T2258;Pupinel SM-360C;TEHNICA;1450;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;T2259;Pupinel SM-C12;TEHNICA;1650;Sterilizator termic pentru instrumente metalice, ideal pentru manichiură, pedichiură și beauty. Funcționează cu aer cald, asigurând igienă maximă. Dispune de LCD, temperatură reglabilă, interior din inox și capacitate mare. Sigur, eficient și ușor de utilizat în salon.; 
;3110;Recipient pentry crystale;Design;10;Recipient pentry crystale; 
;T2284;Ritz Plastic Nail Forms Natural Square;Accesuare pentru mesteri;100;Forme superioare pentru unghii – permit modelarea unghiilor cu aspect natural, de orice lungime. Pot fi folosite pentru acrigel sau poligel și oferă aplicare uniformă, fără necesitatea șlefuirii excesive. Ideal atât pentru salon, cât și pentru uz acasă.; 
;3060;Ritz Plastic Nail Forms Square;Accesuare pentru mesteri;100;Forme superioare pentru unghii – permit modelarea unghiilor cu aspect natural, de orice lungime. Pot fi folosite pentru acrigel sau poligel și oferă aplicare uniformă, fără necesitatea șlefuirii excesive. Ideal atât pentru salon, cât și pentru uz acasă.; 
;T2285;Ritz Plastic Nail Forms Stiletto;Accesuare pentru mesteri;100;Forme superioare pentru unghii – permit modelarea unghiilor cu aspect natural, de orice lungime. Pot fi folosite pentru acrigel sau poligel și oferă aplicare uniformă, fără necesitatea șlefuirii excesive. Ideal atât pentru salon, cât și pentru uz acasă.; 
;T0980;Topitor de ceara de ceara pentru 2 casete ;EPILARE;390;Topitor de ceară – dispozitiv pentru încălzirea uniformă a cerii, asigurând o aplicare sigură și eficientă, ideal pentru epilare profesională sau acasă.; 
;T0893;Sac pentru aspirator mediu;Accesuare pentru mesteri;40;Sac pentru Aspirator Mediu; 
;T1801;Bonete 100 buc. alb;Materiale de unica folosinta;100;Bonete de unică folosință – realizate din material ușor și respirabil, ideale pentru menținerea igienei în saloane, spa-uri sau clinici. Asigură protecție eficientă a părului și confort pe durata utilizării.; 
;T1802;Sef manusi 100buc. negre L;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1803;Sef manusi 100buc. negre M;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1804;Sef manusi 100buc. negre S;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1805;Sef manusi 100buc. negre XS;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1809;Sef manusi 100buc. roz M;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1810;Sef manusi 100buc. roz S;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;T1811;Sef manusi 100buc. roz XS;Materiale de unica folosinta;115;Mănuși de protecție rezistente și confortabile, ideale pentru manichiură, pedichiură și activități profesionale în salon. Oferă siguranță și igienă maximă în timpul lucrului.; 
;3089;Separator pentru degete pedi selicon 2buc.;PEDICHIURA;20;Separator pentru degete la pedichiură este un accesoriu practic utilizat în timpul aplicării lacului sau ojei, care ajută la menținerea degetelor separate pentru o lucru mai precis. Oferă confort și stabilitate, facilitând o aplicare curată și uniformă a produselor de pedichiură.; 
;3091;Separator pentru degete pedi unica folosinta 100buc.;PEDICHIURA;250;Separator pentru degete la pedichiură este un accesoriu practic utilizat în timpul aplicării lacului sau ojei, care ajută la menținerea degetelor separate pentru o lucru mai precis. Oferă confort și stabilitate, facilitând o aplicare curată și uniformă a produselor de pedichiură.; 
;3090;Separator pentru degete pedi unica folosinta 6buc.;PEDICHIURA;30;Separator pentru degete la pedichiură este un accesoriu practic utilizat în timpul aplicării lacului sau ojei, care ajută la menținerea degetelor separate pentru o lucru mai precis. Oferă confort și stabilitate, facilitând o aplicare curată și uniformă a produselor de pedichiură.; 
;2962;Servetele China 1000buc.;Materiale de unica folosinta;45;Șervețele multifuncționale pentru manichiură și pedichiură. Ideale pentru degresarea și pregătirea unghiei, îndepărtarea stratului lipicios, curățarea pensulelor și a altor instrumente. Eficiente și practice pentru uz profesional sau acasă.; 
;T1816;Servetele Experttouch MRB-350buc.;Materiale de unica folosinta;50;Șervețele multifuncționale pentru manichiură și pedichiură. Ideale pentru degresarea și pregătirea unghiei, îndepărtarea stratului lipicios, curățarea pensulelor și a altor instrumente. Eficiente și practice pentru uz profesional sau acasă.; 
;T1815;Servetele 1000buc.;Materiale de unica folosinta;55;Șervețele multifuncționale pentru manichiură și pedichiură. Ideale pentru degresarea și pregătirea unghiei, îndepărtarea stratului lipicios, curățarea pensulelor și a altor instrumente. Eficiente și practice pentru uz profesional sau acasă.; 
;T0781;Flori uscate in set;Design;65;Flori uscate pentru design sunt elemente decorative utilizate în nail art pentru a crea modele delicate, naturale și elegante pe unghii. ; 
;T2450;SHELLY Antibacterial  Foot Cream 250ml;Ingrijire;165;Cremă pentru picioare cu ioni de argint, extract de ceai verde și mentol.;SHELLY
;T2451;SHELLY Snail Extract Hand Cream 250ml;Ingrijire;165;Cremă reparatoare pentru mâini și unghii – cu alantoină, extract de melc și unt de shea. Hidratează instant și menține echilibrul de apă timp de 24h, hrănește pielea, stimulează sinteza colagenului și accelerează regenerarea, reducând iritațiile și descuamarea.;SHELLY
;T2452;SHELLY Peony Extract Hand Cream 250ml;Ingrijire;165;Cremă reparatoare pentru mâini și unghii – cu alantoină, extract de melc și unt de shea. Hidratează instant și menține echilibrul de apă timp de 24h, hrănește pielea, stimulează sinteza colagenului și accelerează regenerarea, reducând iritațiile și descuamarea.;SHELLY
;T2454;SHELLY Regenerating Foot Cream 250ml;Ingrijire;165;Cremă emolientă cu 5% uree, extract de alge și ulei de argan. Hidratează intens, înmoaie pielea aspră, reduce calusurile și crăpăturile, menținând hidratarea timp de 24 de ore.;SHELLY
;3027;SHELLY Ftoshop Foam 150ml;Ingrijire;165;SHELLY Foaming Foam după procedură este o spumă profesională destinată îngrijirii pielii după tratamentele cosmetice sau de pedichiură. Curăță delicat, calmează pielea și oferă o senzație de prospețime și confort imediat după utilizare.;SHELLY
;T2455;SHELLY Hand and Nail Cream with Keratin 250ml;Ingrijire;165;Cremă hrănitoare pentru mâini și unghii, îmbogățită cu keratină. Hidratează intens, fortifică unghiile și protejează pielea, lăsând-o moale și catifelată. Ideală pentru uz zilnic, profesional sau acasă.;SHELLY
;T2456;SHELLY Lama Lichida  200ml;Ingrijire;240;SHELLY Lamă Lichidă este un produs profesional pentru înmuierea și îndepărtarea delicată a cuticulelor și a pielii îngroșate. Acționează rapid, facilitând o curățare precisă și oferind un aspect îngrijit și uniform unghiilor.;SHELLY
;3024;SHELLY soft Blade Remover 100ml;Ingrijire;100;SHELLY Lamă Lichidă este un produs profesional pentru înmuierea și îndepărtarea delicată a cuticulelor și a pielii îngroșate. Acționează rapid, facilitând o curățare precisă și oferind un aspect îngrijit și uniform unghiilor.;SHELLY
;T1995;SHELLY soft Blade Cuticule Remover 30ml;Solutii pregatitoare;75;SHELLY Lamă Lichidă este un produs profesional pentru înmuierea și îndepărtarea delicată a cuticulelor și a pielii îngroșate. Acționează rapid, facilitând o curățare precisă și oferind un aspect îngrijit și uniform unghiilor.;SHELLY
;3025;SHELLY Blade Cuticule Remover Urea 30ml;Solutii pregatitoare;85;SHELLY Lamă Lichidă este un produs profesional pentru înmuierea și îndepărtarea delicată a cuticulelor și a pielii îngroșate. Acționează rapid, facilitând o curățare precisă și oferind un aspect îngrijit și uniform unghiilor.;SHELLY
;3029;SHELLY Ulei Stop Onycholisis 30ml;Ingrijire;210;Ulei profesional pentru îngrijirea unghiilor afectate de onicoliză. Hrănește și protejează placa unghială, ajutând la refacerea acesteia și prevenind desprinderea unghiei. Se absoarbe rapid și lasă unghia sănătoasă și puternică.;SHELLY
;3026;SHELLY Universal Neutralizer 150ml;Ingrijire;120;SHELLY Universal Neutralizer 150 ml este o soluție profesională concepută pentru neutralizarea mirosurilor neplăcute, inclusiv cele cauzate de transpirația picioarelor. Oferă o senzație de prospețime și igienă de lungă durată, ajutând la menținerea confortului după procedurile de îngrijire.;SHELLY
;2968;Slapi de unica folosinta 1 pereche;PEDICHIURA;10;Șlapi de unică folosință pentru pedichiură sunt accesorii igienice utilizate în saloanele de înfrumusețare pentru a asigura confort și protecție clientului în timpul procedurilor. Sunt practici, ușori și concepuți pentru utilizare individuală, contribuind la menținerea igienei și a unui mediu curat în salon.; 
;2967;Slapi de unica folosinta 12 perechi;PEDICHIURA;100;Șlapi de unică folosință pentru pedichiură sunt accesorii igienice utilizate în saloanele de înfrumusețare pentru a asigura confort și protecție clientului în timpul procedurilor. Sunt practici, ușori și concepuți pentru utilizare individuală, contribuind la menținerea igienei și a unui mediu curat în salon.; 
;T1817;Spatule in cutie 100buc.;Materiale de unica folosinta;50;Spatule profesionale, ideale pentru aplicarea precisă a cerii pe față și pentru lucrul cu sprâncenele. Asigură aplicare uniformă și igienică, ușurând procesul de epilare și modelare.; 
;T1818;Spatule pentru sprancene;Materiale de unica folosinta;25;Spatule profesionale, ideale pentru aplicarea precisă a cerii pe față și pentru lucrul cu sprâncenele. Asigură aplicare uniformă și igienică, ușurând procesul de epilare și modelare.; 
;3009;Staleks Buff 100/180 10buc.;Materiale de unica folosinta;120;Șlefuitor pentru unghii – ideal pentru netezirea rapidă și precisă a unghiilor artificiale sau naturale înainte de aplicarea gelului sau lacului. Îndepărtează luciul natural și nivelează suprafața pentru un finisaj perfect.;Staleks
;3104;Staleks Buff 100/180 1buc.;Materiale de unica folosinta;12;Șlefuitor pentru unghii – ideal pentru netezirea rapidă și precisă a unghiilor artificiale sau naturale înainte de aplicarea gelului sau lacului. Îndepărtează luciul natural și nivelează suprafața pentru un finisaj perfect.;Staleks
;3033;Staleks Capete de freza Con albastru;Bituri;250;Capetele de freză Staleks sunt accesorii profesionale pentru frezele electrice, utilizate în manichiură și pedichiură pentru pilirea, curățarea și finisarea unghiilor. Realizate din materiale de înaltă calitate, acestea oferă precizie, durabilitate și siguranță în utilizare, fiind ideale pentru lucrul în salon.;Staleks
;3021;Staleks Capete de freza Con verde;Bituri;250;Capetele de freză Staleks sunt accesorii profesionale pentru frezele electrice, utilizate în manichiură și pedichiură pentru pilirea, curățarea și finisarea unghiilor. Realizate din materiale de înaltă calitate, acestea oferă precizie, durabilitate și siguranță în utilizare, fiind ideale pentru lucrul în salon.;Staleks
;3020;Staleks Capete de freza Conic albastru;Bituri;250;Capetele de freză Staleks sunt accesorii profesionale pentru frezele electrice, utilizate în manichiură și pedichiură pentru pilirea, curățarea și finisarea unghiilor. Realizate din materiale de înaltă calitate, acestea oferă precizie, durabilitate și siguranță în utilizare, fiind ideale pentru lucrul în salon.;Staleks
;3019;Staleks Capete de freza Conic albastra pentru stangaci;Bituri;250;Capetele de freză Staleks sunt accesorii profesionale pentru frezele electrice, utilizate în manichiură și pedichiură pentru pilirea, curățarea și finisarea unghiilor. Realizate din materiale de înaltă calitate, acestea oferă precizie, durabilitate și siguranță în utilizare, fiind ideale pentru lucrul în salon.;Staleks
;3022;Staleks Capete de freza Conic violet;Bituri;250;Capetele de freză Staleks sunt accesorii profesionale pentru frezele electrice, utilizate în manichiură și pedichiură pentru pilirea, curățarea și finisarea unghiilor. Realizate din materiale de înaltă calitate, acestea oferă precizie, durabilitate și siguranță în utilizare, fiind ideale pentru lucrul în salon.;Staleks
;T1608;Staleks foarfeca Classic  21/1;Instrumente;150;Foarfeca Staleks Classic este un instrument profesional de înaltă calitate, conceput pentru tăierea precisă a cuticulelor și a pielii fine din zona unghiei. Fabricată din oțel inoxidabil durabil, oferă control excelent, tăiere curată și confort în utilizare, fiind ideală pentru manichiură profesională.;Staleks
;T1609;Staleks clesti Classic 10/11;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1610;Staleks clesti Classic 10/6;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1611;Staleks clesti Classic 10/8;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1612;Staleks foarfeca Classic 11/1;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1613;Staleks clesti Classic 12/8;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1615;Staleks clesti Classic 62/2;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1616;Staleks clesti Classic 63/14;Instrumente;290;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T2016;Staleks cutters tray 20/1;Instrumente;100;Cleștii Staleks Classic sunt instrumente profesionale din oțel inoxidabil, concepute pentru îndepărtarea precisă a cuticulelor și a pielii în exces. Oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare în manichiura și pedichiura profesională.;Staleks
;T1617;Staleks foarfeca Expert 51/3;Instrumente;330;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T0998;Staleks baza metalica Expert 20 PAPmam;Materiale de unica folosinta;95;Baza Staleks Expert 20 este o bază profesională pentru manichiură, concepută pentru a oferi aderență excelentă și rezistență îndelungată a materialelor aplicate. Asigură o aplicare uniformă, flexibilitate optimă și un rezultat durabil, fiind ideală pentru utilizare în tehnici profesionale de construcție și acoperire a unghiei.;Staleks
;T0999;Staleks baza plastic Expert 20 PAPmam;Materiale de unica folosinta;70;Baza Staleks Expert 20 este o bază profesională pentru manichiură, concepută pentru a oferi aderență excelentă și rezistență îndelungată a materialelor aplicate. Asigură o aplicare uniformă, flexibilitate optimă și un rezultat durabil, fiind ideală pentru utilizare în tehnici profesionale de construcție și acoperire a unghiei.;Staleks
;T1619;Staleks chiureta pedichura Expert 20/1;Instrumente;135;Chiureta pentru pedichiură Staleks Expert este un instrument profesional conceput pentru curățarea delicată și precisă a zonei unghiei și a sinusurilor laterale. Fabricată din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță în utilizare și rezultate precise în procedurile de pedichiură.;Staleks
;T1620;Staleks foarfeca Expert 20/2;Instrumente;280;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1621;Staleks chiureta pedichura Expert 22/1;Instrumente;135;Chiureta pentru pedichiură Staleks Expert este un instrument profesional conceput pentru curățarea delicată și precisă a zonei unghiei și a sinusurilor laterale. Fabricată din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță în utilizare și rezultate precise în procedurile de pedichiură.;Staleks
;T1622;Staleks clesti Expert 20/8;Instrumente;490;Cleștii Staleks Expert sunt instrumente profesionale de înaltă precizie, concepute pentru îndepărtarea cuticulelor și a pielii în exces. Realizați din oțel inoxidabil de calitate superioară, oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare intensivă în salon.;Staleks
;T1623;Staleks foarfeca Expert 22/1;Instrumente;280;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1624;Staleks impingator Expert 30/3;Instrumente;130;Împingătorul Staleks Expert este un instrument profesional pentru manichiură, conceput pentru împingerea delicată a cuticulei și curățarea precisă a plăcii unghiale. Fabricat din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță și durabilitate, fiind ideal pentru utilizare în saloane profesionale.;Staleks
;3008;Staleks impingator Expert 30/5;Instrumente;130;Împingătorul Staleks Expert este un instrument profesional pentru manichiură, conceput pentru împingerea delicată a cuticulei și curățarea precisă a plăcii unghiale. Fabricat din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță și durabilitate, fiind ideal pentru utilizare în saloane profesionale.;Staleks
;T1625;Staleks foarfeca Expert 50/1;Instrumente;295;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1626;Staleks foarfeca Expert 50/2;Instrumente;300;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1627;Staleks foarfeca Expert 50/3;Instrumente;300;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1628;Staleks impingator Expert 51/2;Instrumente;135;Împingătorul Staleks Expert este un instrument profesional pentru manichiură, conceput pentru împingerea delicată a cuticulei și curățarea precisă a plăcii unghiale. Fabricat din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță și durabilitate, fiind ideal pentru utilizare în saloane profesionale.;Staleks
;T1629;Staleks chiureta pedichura Expert 60\3;Instrumente;135;Chiureta pentru pedichiură Staleks Expert este un instrument profesional conceput pentru curățarea delicată și precisă a zonei unghiei și a sinusurilor laterale. Fabricată din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță în utilizare și rezultate precise în procedurile de pedichiură.;Staleks
;T1630;Staleks chiureta pedichura Expert 60\4;Instrumente;135;Chiureta pentru pedichiură Staleks Expert este un instrument profesional conceput pentru curățarea delicată și precisă a zonei unghiei și a sinusurilor laterale. Fabricată din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță în utilizare și rezultate precise în procedurile de pedichiură.;Staleks
;T1631;Staleks clesti pentru unghii Expert 61/16;Instrumente;500;Cleștii Staleks Expert sunt instrumente profesionale de înaltă precizie, concepute pentru îndepărtarea cuticulelor și a pielii în exces. Realizați din oțel inoxidabil de calitate superioară, oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare intensivă în salon.;Staleks
;T1632;Staleks foarfeca Expert 90/1;Instrumente;290;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1633;Staleks impingator Expert 90/2;Instrumente;160;Împingătorul Staleks Expert este un instrument profesional pentru manichiură, conceput pentru împingerea delicată a cuticulei și curățarea precisă a plăcii unghiale. Fabricat din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță și durabilitate, fiind ideal pentru utilizare în saloane profesionale.;Staleks
;T1634;Staleks impingator Expert 90/3;Instrumente;160;Împingătorul Staleks Expert este un instrument profesional pentru manichiură, conceput pentru împingerea delicată a cuticulei și curățarea precisă a plăcii unghiale. Fabricat din oțel inoxidabil de înaltă calitate, oferă control excelent, siguranță și durabilitate, fiind ideal pentru utilizare în saloane profesionale.;Staleks
;T1635;Staleks clesti Expert 90/7;Instrumente;490;Cleștii Staleks Expert sunt instrumente profesionale de înaltă precizie, concepute pentru îndepărtarea cuticulelor și a pielii în exces. Realizați din oțel inoxidabil de calitate superioară, oferă o tăiere curată, control excelent și durabilitate ridicată, fiind ideali pentru utilizare intensivă în salon.;Staleks
;T1000;Staleks pile Expert soft foam  30buc. 100 grit;Materiale de unica folosinta;135;Pilele Staleks Expert Soft Foam (30 buc.) sunt pile profesionale de unică folosință, concepute pentru șlefuirea și finisarea delicată a unghiei naturale sau artificiale. Baza din spumă moale oferă flexibilitate și confort în utilizare, asigurând un control precis și un rezultat uniform și fin.;Staleks
